ID,Sex,Greutate,Lungime_urechi,Ureche_lăsată,Culoare,Vârstă,Tip_blană,Calitate_blană,Formă_corp,Apare_gușa,Sănătate,Scor_jurizare
710,Mascul,1.6,19.8,False,Alb,7,Scurtă,Bună,Aproape_corectă,False,Ușoare_probleme_de_sănătate,68
359,Femelă,2.7,22.3,False,Alb,8,Lungă,Foarte_bună,Aproape_corectă,True,Probleme_grave_de_sănătate,0
259,Mascul,8.1,43.0,True,Alb,13,Lungă,Foarte_bună,Corectă,False,Probleme_grave_de_sănătate,0
745,Mascul,1.6,20.0,False,Havana,10,Scurtă,Foarte_bună,Corectă,False,Sănătos,80
628,Mascul,2.8,23.5,False,Havana,11,Lungă,Foarte_bună,Aproape_corectă,True,Aspect_neîngrijit,0
633,Mascul,6.7,42.5,True,Alb,18,Lungă,Bună,Aproape_corectă,False,Ușoare_probleme_de_sănătate,83
283,Femelă,2.1,24.9,False,Agouti,12,Lungă,Foarte_bună,Incorectă,False,Ușoare_probleme_de_sănătate,68
377,Mascul,2.2,18.8,False,Albastru,7,Scurtă,Bună,Incorectă,True,Ușoare_probleme_de_sănătate,0
385,Mascul,1.7,23.5,False,Negru,15,Lungă,Foarte_bună,Incorectă,False,Probleme_grave_de_sănătate,0
225,Femelă,2.5,21.2,False,Havana,6,Scurtă,Bună,Incorectă,False,Ușoare_probleme_de_sănătate,63
954,Mascul,2.5,20.1,False,Negru,6,Scurtă,Foarte_bună,Aproape_corectă,False,Probleme_grave_de_sănătate,0
815,Femelă,2.0,24.1,False,Agouti,7,Lungă,Excelentă,Aproape_corectă,False,Sănătos,80
473,Mascul,2.8,23.1,False,Albastru,14,Lungă,Foarte_bună,Aproape_corectă,False,Probleme_grave_de_sănătate,0
348,Femelă,6.8,38.5,True,Albastru,9,Lungă,Foarte_bună,Corectă,True,Aspect_neîngrijit,92
506,Femelă,8.1,43.5,True,Agouti,6,Lungă,Excelentă,Incorectă,False,Ușoare_probleme_de_sănătate,88
640,Mascul,8.2,44.7,True,Agouti,9,Lungă,Foarte_bună,Corectă,False,Aspect_neîngrijit,94
988,Femelă,8.9,38.1,True,Alb,6,Lungă,Foarte_bună,Incorectă,True,Probleme_grave_de_sănătate,0
929,Femelă,2.6,18.7,False,Agouti,7,Scurtă,Foarte_bună,Aproape_corectă,False,Aspect_neîngrijit,74
906,Mascul,2.9,18.0,False,Albastru,6,Scurtă,Excelentă,Incorectă,False,Sănătos,75
620,Femelă,5.3,43.7,True,Agouti,10,Lungă,Excelentă,Incorectă,False,Aspect_neîngrijit,88
856,Mascul,5.5,41.5,True,Alb,14,Lungă,Bună,Corectă,False,Ușoare_probleme_de_sănătate,88
804,Femelă,8.6,40.7,True,Agouti,14,Lungă,Bună,Aproape_corectă,True,Ușoare_probleme_de_sănătate,81
646,Femelă,4.6,41.0,True,Havana,9,Lungă,Bună,Corectă,True,Sănătos,85
847,Femelă,2.4,20.0,False,Albastru,14,Lungă,Bună,Corectă,False,Probleme_grave_de_sănătate,0
557,Femelă,1.5,21.4,False,Agouti,10,Scurtă,Excelentă,Corectă,False,Probleme_grave_de_sănătate,0
958,Mascul,3.2,23.2,False,Havana,12,Lungă,Excelentă,Incorectă,False,Aspect_neîngrijit,74
578,Femelă,1.9,18.5,False,Havana,12,Scurtă,Foarte_bună,Aproape_corectă,False,Aspect_neîngrijit,74
796,Mascul,2.7,19.5,False,Albastru,12,Scurtă,Excelentă,Incorectă,False,Probleme_grave_de_sănătate,0
86,Femelă,2.6,22.2,False,Alb,17,Lungă,Excelentă,Corectă,True,Probleme_grave_de_sănătate,0
243,Mascul,2.1,20.3,False,Havana,6,Lungă,Excelentă,Corectă,False,Sănătos,85
699,Mascul,2.2,20.8,False,Albastru,12,Lungă,Bună,Incorectă,False,Probleme_grave_de_sănătate,0
160,Femelă,2.1,21.4,False,Agouti,6,Scurtă,Foarte_bună,Incorectă,False,Probleme_grave_de_sănătate,0
525,Femelă,6.2,43.8,True,Albastru,17,Lungă,Excelentă,Incorectă,False,Ușoare_probleme_de_sănătate,88
36,Femelă,2.3,22.0,False,Alb,17,Lungă,Excelentă,Corectă,False,Probleme_grave_de_sănătate,0
541,Mascul,4.8,44.0,True,Negru,14,Lungă,Foarte_bună,Corectă,False,Probleme_grave_de_sănătate,0
171,Mascul,8.8,39.0,True,Agouti,15,Lungă,Foarte_bună,Corectă,False,Sănătos,95
655,Mascul,2.7,24.4,False,Havana,16,Lungă,Excelentă,Corectă,False,Aspect_neîngrijit,84
891,Mascul,2.9,20.5,False,Albastru,17,Lungă,Foarte_bună,Incorectă,False,Probleme_grave_de_sănătate,0
858,Femelă,2.8,22.6,False,Albastru,7,Lungă,Bună,Aproape_corectă,False,Probleme_grave_de_sănătate,0
848,Mascul,2.4,23.0,False,Agouti,7,Lungă,Foarte_bună,Incorectă,False,Sănătos,70
945,Mascul,6.3,44.5,True,Negru,13,Lungă,Foarte_bună,Corectă,False,Aspect_neîngrijit,94
734,Femelă,5.7,42.6,True,Alb,16,Lungă,Excelentă,Aproape_corectă,False,Sănătos,95
96,Femelă,3.5,23.7,False,Havana,13,Lungă,Excelentă,Incorectă,False,Aspect_neîngrijit,74
564,Femelă,1.7,19.9,False,Albastru,12,Scurtă,Foarte_bună,Incorectă,False,Probleme_grave_de_sănătate,0
241,Mascul,2.0,20.9,False,Havana,6,Scurtă,Excelentă,Aproape_corectă,False,Sănătos,80
743,Mascul,6.2,38.1,True,Alb,13,Lungă,Foarte_bună,Incorectă,False,Sănătos,85
575,Mascul,2.5,20.9,False,Alb,15,Lungă,Foarte_bună,Corectă,True,Sănătos,0
691,Mascul,5.1,41.0,True,Albastru,17,Lungă,Bună,Corectă,False,Aspect_neîngrijit,88
461,Femelă,2.0,20.6,False,Negru,12,Scurtă,Foarte_bună,Corectă,False,Probleme_grave_de_sănătate,0
554,Femelă,2.7,20.6,False,Havana,12,Scurtă,Excelentă,Incorectă,False,Sănătos,75
889,Femelă,3.1,21.1,False,Havana,6,Lungă,Excelentă,Incorectă,False,Sănătos,75
207,Femelă,6.8,40.3,True,Negru,11,Lungă,Foarte_bună,Corectă,False,Probleme_grave_de_sănătate,0
393,Femelă,2.7,20.7,False,Havana,6,Scurtă,Excelentă,Incorectă,False,Probleme_grave_de_sănătate,0
795,Mascul,1.6,19.1,False,Albastru,9,Scurtă,Bună,Aproape_corectă,False,Ușoare_probleme_de_sănătate,68
398,Mascul,2.1,22.4,False,Agouti,10,Lungă,Bună,Corectă,False,Ușoare_probleme_de_sănătate,73
767,Femelă,2.9,21.6,False,Alb,12,Scurtă,Foarte_bună,Corectă,False,Ușoare_probleme_de_sănătate,78
849,Femelă,1.7,21.0,False,Agouti,7,Scurtă,Bună,Incorectă,False,Probleme_grave_de_sănătate,0
218,Mascul,8.8,40.5,True,Agouti,15,Lungă,Foarte_bună,Aproape_corectă,True,Ușoare_probleme_de_sănătate,0
5,Femelă,2.8,20.0,False,Albastru,9,Scurtă,Bună,Aproape_corectă,True,Probleme_grave_de_sănătate,0
769,Femelă,2.2,20.5,False,Albastru,12,Scurtă,Foarte_bună,Corectă,False,Probleme_grave_de_sănătate,0
643,Femelă,1.9,23.8,False,Negru,14,Lungă,Bună,Corectă,False,Ușoare_probleme_de_sănătate,73
930,Mascul,2.6,19.7,False,Havana,6,Scurtă,Foarte_bună,Corectă,False,Probleme_grave_de_sănătate,0
613,Femelă,2.4,21.9,False,Alb,10,Scurtă,Excelentă,Corectă,False,Aspect_neîngrijit,84
739,Femelă,2.6,19.2,False,Albastru,8,Scurtă,Excelentă,Incorectă,False,Aspect_neîngrijit,74
547,Femelă,7.4,44.9,True,Agouti,13,Lungă,Excelentă,Corectă,False,Sănătos,100
726,Mascul,3.4,21.8,False,Negru,6,Lungă,Bună,Corectă,False,Ușoare_probleme_de_sănătate,73
684,Femelă,7.4,39.7,True,Negru,6,Lungă,Bună,Aproape_corectă,False,Sănătos,85
99,Mascul,2.6,21.0,False,Agouti,12,Scurtă,Foarte_bună,Corectă,False,Sănătos,80
805,Mascul,2.3,19.2,False,Alb,10,Scurtă,Foarte_bună,Incorectă,False,Aspect_neîngrijit,69
728,Mascul,1.5,20.4,False,Alb,11,Scurtă,Excelentă,Corectă,False,Sănătos,85
574,Mascul,2.9,19.2,False,Negru,8,Scurtă,Bună,Incorectă,False,Probleme_grave_de_sănătate,0
407,Femelă,2.5,21.1,False,Agouti,14,Lungă,Bună,Incorectă,False,Probleme_grave_de_sănătate,0
503,Mascul,3.0,18.5,False,Negru,11,Scurtă,Excelentă,Corectă,False,Ușoare_probleme_de_sănătate,83
48,Mascul,3.3,22.2,False,Albastru,16,Lungă,Excelentă,Incorectă,False,Probleme_grave_de_sănătate,0
33,Femelă,2.0,18.6,False,Alb,11,Scurtă,Excelentă,Aproape_corectă,True,Probleme_grave_de_sănătate,0
780,Mascul,6.8,43.0,True,Havana,13,Lungă,Foarte_bună,Corectă,False,Ușoare_probleme_de_sănătate,93
840,Mascul,2.4,19.4,False,Agouti,7,Scurtă,Foarte_bună,Incorectă,False,Ușoare_probleme_de_sănătate,68
201,Mascul,5.2,40.4,True,Havana,13,Lungă,Bună,Corectă,False,Probleme_grave_de_sănătate,0
135,Femelă,2.9,20.3,False,Agouti,11,Scurtă,Excelentă,Aproape_corectă,False,Aspect_neîngrijit,79
28,Mascul,3.0,21.3,False,Agouti,12,Lungă,Excelentă,Corectă,False,Ușoare_probleme_de_sănătate,83
881,Mascul,2.0,21.8,False,Alb,16,Lungă,Bună,Corectă,False,Aspect_neîngrijit,74
231,Mascul,2.5,20.5,False,Negru,6,Scurtă,Bună,Corectă,True,Ușoare_probleme_de_sănătate,0
490,Mascul,1.8,19.0,False,Negru,11,Scurtă,Excelentă,Incorectă,False,Aspect_neîngrijit,74
773,Mascul,2.4,24.0,False,Alb,17,Lungă,Bună,Corectă,False,Aspect_neîngrijit,74
379,Femelă,1.5,21.4,False,Agouti,6,Scurtă,Foarte_bună,Corectă,False,Probleme_grave_de_sănătate,0
289,Mascul,7.7,40.2,True,Alb,17,Lungă,Bună,Incorectă,False,Ușoare_probleme_de_sănătate,78
419,Femelă,2.8,21.3,False,Agouti,12,Lungă,Foarte_bună,Incorectă,False,Aspect_neîngrijit,69
675,Femelă,2.0,24.0,False,Agouti,16,Lungă,Foarte_bună,Incorectă,False,Ușoare_probleme_de_sănătate,68
392,Femelă,7.0,44.6,True,Alb,18,Lungă,Excelentă,Incorectă,True,Probleme_grave_de_sănătate,0
593,Mascul,2.6,23.3,False,Albastru,6,Lungă,Excelentă,Incorectă,False,Probleme_grave_de_sănătate,0
499,Femelă,6.6,42.4,True,Negru,13,Lungă,Bună,Aproape_corectă,False,Aspect_neîngrijit,84
139,Mascul,1.6,22.0,False,Negru,17,Lungă,Foarte_bună,Aproape_corectă,False,Sănătos,75
63,Mascul,2.4,21.1,False,Albastru,17,Lungă,Bună,Corectă,True,Sănătos,0
472,Femelă,3.4,23.0,False,Alb,11,Lungă,Foarte_bună,Incorectă,False,Aspect_neîngrijit,69
648,Mascul,3.0,20.2,False,Havana,16,Lungă,Foarte_bună,Corectă,False,Ușoare_probleme_de_sănătate,78
129,Mascul,1.6,21.3,False,Agouti,11,Lungă,Excelentă,Incorectă,False,Aspect_neîngrijit,74
977,Femelă,1.6,22.8,False,Negru,10,Lungă,Excelentă,Incorectă,False,Probleme_grave_de_sănătate,0
521,Mascul,2.4,21.7,False,Alb,12,Lungă,Bună,Aproape_corectă,False,Probleme_grave_de_sănătate,0
839,Mascul,5.0,38.7,True,Albastru,14,Lungă,Foarte_bună,Incorectă,False,Aspect_neîngrijit,83
963,Femelă,8.5,38.6,True,Havana,12,Lungă,Bună,Corectă,True,Sănătos,88
65,Femelă,8.6,41.6,True,Albastru,12,Lungă,Excelentă,Corectă,True,Aspect_neîngrijit,97
813,Mascul,2.0,21.0,False,Albastru,16,Lungă,Foarte_bună,Incorectă,False,Ușoare_probleme_de_sănătate,68
15,Femelă,2.7,20.3,False,Alb,12,Scurtă,Foarte_bună,Incorectă,False,Aspect_neîngrijit,69
157,Mascul,3.1,22.4,False,Negru,16,Lungă,Excelentă,Incorectă,False,Sănătos,75
41,Mascul,2.0,20.4,False,Agouti,7,Scurtă,Bună,Incorectă,False,Sănătos,65
493,Femelă,5.8,40.1,True,Negru,12,Lungă,Excelentă,Corectă,False,Ușoare_probleme_de_sănătate,98
380,Mascul,2.1,20.3,False,Alb,6,Scurtă,Bună,Corectă,True,Ușoare_probleme_de_sănătate,0
188,Femelă,2.7,19.3,False,Negru,8,Scurtă,Excelentă,Corectă,True,Probleme_grave_de_sănătate,0
764,Mascul,2.0,22.0,False,Negru,10,Lungă,Foarte_bună,Corectă,False,Sănătos,80
217,Mascul,2.9,19.6,False,Agouti,12,Scurtă,Bună,Corectă,True,Sănătos,0
792,Femelă,2.9,24.5,False,Agouti,6,Lungă,Foarte_bună,Aproape_corectă,True,Aspect_neîngrijit,72
53,Femelă,3.4,22.1,False,Negru,18,Lungă,Foarte_bună,Aproape_corectă,False,Probleme_grave_de_sănătate,0
879,Femelă,2.6,21.9,False,Alb,11,Scurtă,Bună,Incorectă,True,Ușoare_probleme_de_sănătate,61
338,Mascul,8.6,41.1,True,Negru,10,Lungă,Excelentă,Incorectă,True,Ușoare_probleme_de_sănătate,0
749,Femelă,2.1,20.5,False,Negru,7,Lungă,Bună,Incorectă,False,Ușoare_probleme_de_sănătate,63
720,Femelă,8.8,41.9,True,Havana,7,Lungă,Excelentă,Corectă,False,Ușoare_probleme_de_sănătate,98
725,Femelă,1.7,23.7,False,Agouti,9,Lungă,Foarte_bună,Incorectă,False,Ușoare_probleme_de_sănătate,68
296,Femelă,2.1,21.2,False,Agouti,18,Lungă,Foarte_bună,Aproape_corectă,True,Sănătos,73
702,Femelă,2.5,23.0,False,Negru,6,Lungă,Foarte_bună,Incorectă,False,Probleme_grave_de_sănătate,0
252,Mascul,3.0,22.2,False,Havana,10,Lungă,Bună,Corectă,False,Sănătos,75
727,Mascul,7.9,38.5,True,Negru,9,Lungă,Excelentă,Incorectă,False,Aspect_neîngrijit,89
462,Femelă,6.9,40.6,True,Alb,13,Lungă,Bună,Corectă,True,Probleme_grave_de_sănătate,0
456,Femelă,2.9,18.8,False,Negru,8,Scurtă,Bună,Corectă,False,Ușoare_probleme_de_sănătate,73
997,Femelă,1.9,20.3,False,Havana,7,Scurtă,Foarte_bună,Incorectă,True,Aspect_neîngrijit,67
816,Femelă,5.7,38.6,True,Albastru,13,Lungă,Excelentă,Incorectă,False,Aspect_neîngrijit,89
863,Mascul,2.3,21.0,False,Agouti,12,Lungă,Excelentă,Incorectă,False,Sănătos,75
270,Mascul,4.7,39.5,True,Agouti,10,Lungă,Bună,Incorectă,True,Aspect_neîngrijit,0
202,Femelă,2.9,18.7,False,Agouti,9,Scurtă,Foarte_bună,Incorectă,False,Aspect_neîngrijit,69
162,Mascul,1.5,20.5,False,Alb,10,Lungă,Foarte_bună,Corectă,False,Aspect_neîngrijit,79
556,Femelă,2.3,18.6,False,Alb,10,Scurtă,Foarte_bună,Incorectă,True,Probleme_grave_de_sănătate,0
730,Femelă,2.2,21.3,False,Agouti,8,Scurtă,Excelentă,Incorectă,False,Probleme_grave_de_sănătate,0
402,Femelă,2.3,20.4,False,Albastru,14,Lungă,Bună,Aproape_corectă,False,Ușoare_probleme_de_sănătate,68
703,Mascul,1.9,21.8,False,Albastru,12,Scurtă,Bună,Aproape_corectă,False,Sănătos,70
477,Mascul,6.5,43.3,True,Alb,13,Lungă,Foarte_bună,Corectă,True,Aspect_neîngrijit,0
822,Mascul,1.9,23.1,False,Agouti,15,Lungă,Bună,Corectă,False,Ușoare_probleme_de_sănătate,73
772,Mascul,5.0,44.7,True,Agouti,7,Lungă,Bună,Incorectă,True,Ușoare_probleme_de_sănătate,0
106,Femelă,2.8,21.5,False,Albastru,10,Scurtă,Foarte_bună,Aproape_corectă,True,Aspect_neîngrijit,72
566,Mascul,5.8,44.0,True,Agouti,9,Lungă,Excelentă,Aproape_corectă,False,Probleme_grave_de_sănătate,0
390,Femelă,2.8,21.5,False,Agouti,11,Scurtă,Bună,Incorectă,False,Ușoare_probleme_de_sănătate,63
2,Mascul,2.1,24.0,False,Negru,17,Lungă,Excelentă,Aproape_corectă,True,Ușoare_probleme_de_sănătate,0
938,Femelă,1.6,22.0,False,Albastru,10,Lungă,Bună,Corectă,True,Aspect_neîngrijit,72
983,Femelă,7.7,38.8,True,Negru,9,Lungă,Foarte_bună,Aproape_corectă,False,Probleme_grave_de_sănătate,0
562,Mascul,1.5,20.3,False,Negru,18,Lungă,Excelentă,Aproape_corectă,False,Probleme_grave_de_sănătate,0
81,Mascul,1.7,20.0,False,Agouti,10,Scurtă,Bună,Aproape_corectă,False,Sănătos,70
206,Femelă,8.0,39.4,True,Albastru,17,Lungă,Foarte_bună,Corectă,False,Aspect_neîngrijit,94
35,Mascul,1.6,23.0,False,Albastru,10,Lungă,Foarte_bună,Aproape_corectă,False,Sănătos,75
776,Femelă,8.5,44.4,True,Negru,9,Lungă,Excelentă,Incorectă,False,Aspect_neîngrijit,89
509,Femelă,3.0,18.5,False,Havana,9,Scurtă,Bună,Corectă,False,Ușoare_probleme_de_sănătate,73
428,Femelă,2.3,20.0,False,Alb,6,Scurtă,Excelentă,Aproape_corectă,False,Probleme_grave_de_sănătate,0
455,Mascul,1.5,23.4,False,Negru,16,Lungă,Bună,Corectă,False,Aspect_neîngrijit,74
367,Femelă,1.9,18.7,False,Agouti,12,Scurtă,Foarte_bună,Aproape_corectă,True,Aspect_neîngrijit,72
92,Femelă,2.4,23.4,False,Albastru,6,Lungă,Foarte_bună,Aproape_corectă,False,Ușoare_probleme_de_sănătate,73
340,Mascul,3.1,22.9,False,Agouti,6,Lungă,Excelentă,Corectă,False,Sănătos,85
898,Mascul,5.1,41.1,True,Alb,10,Lungă,Foarte_bună,Incorectă,False,Ușoare_probleme_de_sănătate,82
565,Femelă,4.6,40.8,True,Albastru,18,Lungă,Foarte_bună,Incorectă,False,Probleme_grave_de_sănătate,0
346,Mascul,1.7,23.4,False,Albastru,16,Lungă,Bună,Incorectă,False,Probleme_grave_de_sănătate,0
777,Mascul,8.9,38.5,True,Negru,15,Lungă,Bună,Aproape_corectă,False,Ușoare_probleme_de_sănătate,83
242,Femelă,1.7,21.1,False,Alb,10,Scurtă,Foarte_bună,Corectă,True,Sănătos,78
14,Mascul,2.9,20.1,False,Albastru,8,Scurtă,Foarte_bună,Incorectă,True,Ușoare_probleme_de_sănătate,0
316,Mascul,2.1,21.9,False,Alb,12,Scurtă,Excelentă,Corectă,False,Ușoare_probleme_de_sănătate,83
601,Femelă,1.7,19.7,False,Havana,6,Scurtă,Foarte_bună,Incorectă,False,Ușoare_probleme_de_sănătate,68
388,Mascul,1.8,22.9,False,Negru,16,Lungă,Excelentă,Corectă,True,Aspect_neîngrijit,0
274,Femelă,1.7,18.9,False,Negru,12,Scurtă,Foarte_bună,Corectă,False,Sănătos,80
167,Mascul,2.0,21.8,False,Albastru,17,Lungă,Bună,Corectă,False,Ușoare_probleme_de_sănătate,73
841,Femelă,2.6,19.0,False,Havana,9,Scurtă,Bună,Aproape_corectă,False,Sănătos,70
993,Mascul,2.9,21.3,False,Agouti,10,Scurtă,Excelentă,Aproape_corectă,False,Probleme_grave_de_sănătate,0
647,Mascul,2.8,24.5,False,Albastru,11,Lungă,Foarte_bună,Incorectă,False,Aspect_neîngrijit,69
819,Femelă,2.5,23.0,False,Alb,15,Lungă,Excelentă,Aproape_corectă,False,Sănătos,80
485,Mascul,7.1,43.9,True,Havana,7,Lungă,Bună,Incorectă,True,Probleme_grave_de_sănătate,0
981,Femelă,4.6,38.0,True,Agouti,10,Lungă,Excelentă,Incorectă,False,Ușoare_probleme_de_sănătate,85
505,Femelă,6.7,42.8,True,Havana,17,Lungă,Excelentă,Incorectă,False,Probleme_grave_de_sănătate,0
832,Mascul,2.0,24.3,False,Negru,8,Lungă,Foarte_bună,Aproape_corectă,True,Sănătos,0
244,Mascul,1.8,21.9,False,Alb,8,Scurtă,Bună,Corectă,False,Ușoare_probleme_de_sănătate,73
567,Femelă,3.1,24.3,False,Albastru,13,Lungă,Bună,Aproape_corectă,False,Ușoare_probleme_de_sănătate,68
876,Femelă,2.8,21.9,False,Albastru,8,Scurtă,Excelentă,Incorectă,False,Probleme_grave_de_sănătate,0
563,Mascul,4.6,39.2,True,Alb,15,Lungă,Excelentă,Corectă,False,Ușoare_probleme_de_sănătate,95
687,Femelă,8.0,42.3,True,Negru,11,Lungă,Bună,Aproape_corectă,False,Sănătos,85
190,Mascul,3.0,23.9,False,Agouti,17,Lungă,Foarte_bună,Aproape_corectă,True,Sănătos,0
783,Mascul,9.0,43.4,True,Havana,16,Lungă,Bună,Aproape_corectă,True,Probleme_grave_de_sănătate,0
700,Femelă,5.2,41.0,True,Agouti,18,Lungă,Foarte_bună,Incorectă,False,Ușoare_probleme_de_sănătate,82
476,Mascul,2.6,22.1,False,Albastru,8,Lungă,Bună,Incorectă,False,Sănătos,65
682,Mascul,8.1,41.5,True,Albastru,11,Lungă,Foarte_bună,Aproape_corectă,False,Aspect_neîngrijit,89
511,Femelă,2.6,20.1,False,Alb,8,Scurtă,Foarte_bună,Incorectă,True,Ușoare_probleme_de_sănătate,66
59,Mascul,6.1,40.4,True,Alb,18,Lungă,Bună,Corectă,False,Probleme_grave_de_sănătate,0
475,Mascul,1.8,20.5,False,Albastru,7,Scurtă,Foarte_bună,Incorectă,True,Probleme_grave_de_sănătate,0
561,Femelă,5.9,39.4,True,Albastru,9,Lungă,Foarte_bună,Incorectă,False,Aspect_neîngrijit,84
857,Mascul,1.7,22.8,False,Alb,9,Lungă,Bună,Corectă,True,Probleme_grave_de_sănătate,0
748,Mascul,2.0,20.9,False,Agouti,10,Scurtă,Bună,Corectă,False,Probleme_grave_de_sănătate,0
253,Mascul,3.2,23.0,False,Agouti,15,Lungă,Excelentă,Corectă,False,Ușoare_probleme_de_sănătate,83
22,Femelă,8.7,43.0,True,Agouti,18,Lungă,Foarte_bună,Corectă,False,Probleme_grave_de_sănătate,0
314,Femelă,6.8,41.6,True,Negru,12,Lungă,Bună,Incorectă,False,Sănătos,80
460,Femelă,6.9,39.0,True,Alb,7,Lungă,Excelentă,Incorectă,True,Aspect_neîngrijit,87
161,Mascul,3.3,20.8,False,Albastru,12,Lungă,Excelentă,Corectă,False,Ușoare_probleme_de_sănătate,83
277,Mascul,5.7,41.3,True,Havana,12,Lungă,Bună,Incorectă,True,Ușoare_probleme_de_sănătate,0
956,Mascul,5.7,41.8,True,Havana,10,Lungă,Foarte_bună,Incorectă,False,Probleme_grave_de_sănătate,0
192,Mascul,5.3,39.9,True,Havana,11,Lungă,Excelentă,Incorectă,False,Probleme_grave_de_sănătate,0
386,Mascul,7.3,40.8,True,Albastru,10,Lungă,Bună,Corectă,False,Ușoare_probleme_de_sănătate,88
806,Mascul,2.4,23.7,False,Agouti,14,Lungă,Bună,Incorectă,False,Aspect_neîngrijit,64
414,Mascul,4.7,43.1,True,Agouti,13,Lungă,Excelentă,Corectă,True,Sănătos,0
492,Femelă,8.1,39.2,True,Albastru,8,Lungă,Foarte_bună,Incorectă,False,Probleme_grave_de_sănătate,0
344,Femelă,5.4,41.3,True,Agouti,8,Lungă,Foarte_bună,Corectă,True,Ușoare_probleme_de_sănătate,90
770,Mascul,8.1,44.9,True,Agouti,7,Lungă,Bună,Incorectă,True,Probleme_grave_de_sănătate,0
309,Femelă,2.2,21.2,False,Agouti,14,Lungă,Excelentă,Incorectă,False,Sănătos,75
662,Femelă,2.6,18.2,False,Negru,12,Scurtă,Foarte_bună,Corectă,False,Ușoare_probleme_de_sănătate,78
131,Femelă,2.6,22.0,False,Alb,7,Lungă,Bună,Corectă,False,Aspect_neîngrijit,74
664,Femelă,2.2,20.1,False,Agouti,10,Scurtă,Excelentă,Incorectă,False,Probleme_grave_de_sănătate,0
872,Femelă,2.8,20.7,False,Alb,12,Lungă,Bună,Corectă,False,Probleme_grave_de_sănătate,0
100,Mascul,8.4,41.1,True,Alb,13,Lungă,Foarte_bună,Corectă,False,Sănătos,95
373,Mascul,4.8,42.8,True,Albastru,9,Lungă,Foarte_bună,Incorectă,True,Probleme_grave_de_sănătate,0
88,Femelă,1.7,23.1,False,Alb,11,Lungă,Foarte_bună,Corectă,True,Aspect_neîngrijit,77
459,Mascul,2.3,20.1,False,Albastru,15,Lungă,Bună,Corectă,True,Sănătos,0
331,Femelă,6.7,44.6,True,Havana,8,Lungă,Bună,Incorectă,True,Probleme_grave_de_sănătate,0
215,Mascul,4.7,41.3,True,Havana,17,Lungă,Excelentă,Aproape_corectă,False,Aspect_neîngrijit,91
467,Femelă,2.2,21.1,False,Havana,10,Scurtă,Excelentă,Incorectă,False,Sănătos,75
122,Mascul,2.6,21.3,False,Negru,7,Scurtă,Bună,Corectă,False,Aspect_neîngrijit,74
615,Mascul,2.2,20.2,False,Negru,8,Lungă,Excelentă,Aproape_corectă,False,Sănătos,80
21,Femelă,2.4,20.5,False,Havana,7,Scurtă,Foarte_bună,Aproape_corectă,False,Aspect_neîngrijit,74
701,Mascul,5.8,39.8,True,Agouti,11,Lungă,Foarte_bună,Aproape_corectă,True,Ușoare_probleme_de_sănătate,0
72,Femelă,1.7,18.6,False,Albastru,8,Scurtă,Excelentă,Corectă,False,Ușoare_probleme_de_sănătate,83
107,Femelă,2.3,21.0,False,Albastru,9,Lungă,Bună,Incorectă,False,Probleme_grave_de_sănătate,0
271,Mascul,7.0,42.3,True,Negru,6,Lungă,Bună,Incorectă,False,Ușoare_probleme_de_sănătate,78
861,Mascul,2.8,18.0,False,Negru,12,Scurtă,Excelentă,Aproape_corectă,False,Sănătos,80
436,Mascul,2.1,24.3,False,Agouti,17,Lungă,Bună,Incorectă,False,Aspect_neîngrijit,64
103,Femelă,5.2,40.1,True,Agouti,18,Lungă,Foarte_bună,Incorectă,False,Aspect_neîngrijit,83
